                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    316,                0.68786,                0.55868,                0.96821,                0.97386,                0.92807,                0.98046,                0.87351,                0.43867,                0.27928,                0.80404,               0.003763,               0.003763,               0.003763
                    317,                0.69001,                0.55842,                0.96615,                0.97361,                0.92837,                 0.9805,                0.87366,                0.43833,                0.27916,                0.80388,              0.0037432,              0.0037432,              0.0037432
                    318,                0.69245,                0.55657,                0.96453,                 0.9734,                0.92908,                0.98045,                0.87389,                0.43769,                0.27892,                 0.8036,              0.0037234,              0.0037234,              0.0037234
                    319,                0.69104,                0.55356,                0.96553,                0.97359,                0.92902,                0.98053,                0.87399,                0.43727,                0.27889,                0.80343,              0.0037036,              0.0037036,              0.0037036
                    320,                0.69153,                0.55691,                0.96549,                0.97375,                0.92937,                0.98067,                0.87422,                 0.4371,                0.27884,                0.80332,              0.0036838,              0.0036838,              0.0036838
                    321,                0.69236,                0.55962,                0.96526,                0.97375,                0.92953,                0.98067,                0.87442,                0.43687,                0.27868,                0.80324,               0.003664,               0.003664,               0.003664
                    322,                0.68703,                0.55042,                0.96197,                 0.9744,                0.92916,                0.98062,                0.87447,                 0.4365,                0.27825,                0.80308,              0.0036442,              0.0036442,              0.0036442
                    323,                0.68991,                0.55751,                0.96628,                 0.9741,                0.92928,                0.98069,                0.87459,                0.43616,                0.27798,                0.80291,              0.0036244,              0.0036244,              0.0036244
                    324,                0.68199,                0.54943,                0.96076,                0.97327,                   0.93,                0.98063,                0.87479,                0.43571,                0.27767,                0.80269,              0.0036046,              0.0036046,              0.0036046
                    325,                0.68373,                0.55225,                0.96313,                0.97428,                0.92966,                0.98061,                0.87499,                0.43552,                0.27772,                0.80257,              0.0035848,              0.0035848,              0.0035848
                    326,                0.68422,                0.55044,                0.96425,                0.97408,                0.93003,                0.98062,                 0.8751,                0.43541,                0.27756,                0.80246,               0.003565,               0.003565,               0.003565
                    327,                0.68961,                0.55178,                0.96487,                0.97401,                0.93007,                0.98069,                0.87516,                0.43532,                0.27751,                0.80233,              0.0035452,              0.0035452,              0.0035452
                    328,                0.68752,                0.54729,                0.96319,                0.97412,                0.92992,                0.98058,                0.87532,                0.43511,                0.27719,                0.80214,              0.0035254,              0.0035254,              0.0035254
                    329,                0.68365,                0.55217,                0.96442,                0.97442,                0.93007,                0.98087,                0.87554,                0.43475,                0.27684,                0.80191,              0.0035056,              0.0035056,              0.0035056
                    330,                0.68292,                0.54739,                 0.9632,                0.97451,                0.93036,                0.98099,                0.87586,                0.43456,                0.27672,                0.80173,              0.0034858,              0.0034858,              0.0034858
                    331,                0.68381,                0.54809,                0.96425,                0.97416,                 0.9304,                0.98097,                0.87609,                0.43426,                0.27653,                0.80159,               0.003466,               0.003466,               0.003466
                    332,                0.68193,                0.54927,                0.96423,                0.97387,                0.93049,                0.98101,                0.87628,                0.43397,                0.27629,                0.80143,              0.0034462,              0.0034462,              0.0034462
                    333,                0.67983,                 0.5482,                 0.9617,                0.97446,                0.93007,                0.98111,                0.87651,                0.43345,                0.27597,                0.80122,              0.0034264,              0.0034264,              0.0034264
                    334,                0.67904,                0.54677,                0.96119,                 0.9749,                0.93028,                0.98116,                0.87665,                0.43285,                0.27562,                0.80098,              0.0034066,              0.0034066,              0.0034066
                    335,                0.68186,                0.54443,                0.95943,                0.97532,                0.92999,                0.98111,                0.87677,                 0.4325,                0.27512,                0.80083,              0.0033868,              0.0033868,              0.0033868
                    336,                0.68034,                0.54236,                0.96006,                0.97542,                0.93003,                0.98107,                0.87701,                0.43199,                0.27475,                0.80065,               0.003367,               0.003367,               0.003367
                    337,                0.67743,                0.54243,                0.95896,                0.97573,                0.92991,                0.98109,                0.87704,                0.43151,                0.27447,                0.80046,              0.0033472,              0.0033472,              0.0033472
                    338,                0.68172,                0.54596,                0.96165,                0.97528,                0.93067,                0.98097,                0.87708,                0.43143,                 0.2744,                0.80029,              0.0033274,              0.0033274,              0.0033274
                    339,                0.67526,                0.54332,                0.95827,                0.97596,                0.93049,                0.98126,                0.87704,                0.43126,                0.27423,                0.80013,              0.0033076,              0.0033076,              0.0033076
                    340,                0.67389,                0.54007,                0.95777,                0.97588,                0.93068,                0.98121,                0.87736,                0.43084,                0.27391,                0.79995,              0.0032878,              0.0032878,              0.0032878
                    341,                0.67585,                0.54501,                0.96138,                0.97605,                0.93089,                0.98125,                0.87743,                 0.4305,                0.27381,                0.79981,               0.003268,               0.003268,               0.003268
                    342,                0.67773,                0.54337,                0.96226,                0.97601,                0.93093,                0.98134,                 0.8776,                 0.4303,                0.27388,                0.79974,              0.0032482,              0.0032482,              0.0032482
                    343,                 0.6751,                0.53909,                0.95998,                0.97601,                0.93084,                0.98139,                0.87765,                0.42996,                0.27345,                0.79964,              0.0032284,              0.0032284,              0.0032284
                    344,                0.67341,                  0.539,                0.95809,                0.97636,                 0.9309,                0.98148,                0.87788,                0.42958,                0.27321,                0.79944,              0.0032086,              0.0032086,              0.0032086
                    345,                0.66953,                0.53701,                0.95472,                0.97652,                0.93079,                0.98155,                0.87811,                 0.4292,                0.27326,                 0.7992,              0.0031888,              0.0031888,              0.0031888
                    346,                0.67714,                0.54031,                0.96086,                0.97681,                0.93086,                0.98168,                0.87816,                0.42904,                0.27325,                0.79908,               0.003169,               0.003169,               0.003169
                    347,                0.67325,                0.54148,                0.95967,                0.97676,                0.93094,                0.98163,                0.87826,                0.42882,                0.27298,                  0.799,              0.0031492,              0.0031492,              0.0031492
                    348,                0.67269,                0.54031,                0.95927,                0.97657,                0.93104,                0.98163,                0.87843,                0.42861,                0.27277,                0.79889,              0.0031294,              0.0031294,              0.0031294
                    349,                0.67249,                0.54007,                0.95754,                0.97716,                0.93103,                0.98169,                0.87853,                0.42837,                0.27265,                0.79866,              0.0031096,              0.0031096,              0.0031096
                    350,                0.67546,                0.54232,                0.96104,                0.97681,                0.93173,                0.98169,                0.87884,                 0.4281,                0.27243,                0.79849,              0.0030898,              0.0030898,              0.0030898
                    351,                0.66894,                0.53765,                0.95685,                0.97688,                0.93167,                 0.9818,                0.87875,                0.42797,                0.27235,                0.79838,                0.00307,                0.00307,                0.00307
                    352,                0.67208,                0.53645,                0.95645,                0.97699,                0.93148,                0.98189,                0.87883,                0.42766,                0.27226,                0.79818,              0.0030502,              0.0030502,              0.0030502
                    353,                0.66898,                 0.5342,                0.95494,                0.97663,                0.93194,                0.98186,                0.87908,                0.42717,                0.27204,                0.79797,              0.0030304,              0.0030304,              0.0030304
                    354,                0.66829,                0.53444,                0.95667,                0.97647,                0.93207,                0.98193,                0.87936,                0.42673,                0.27183,                0.79776,              0.0030106,              0.0030106,              0.0030106
                    355,                0.66868,                0.53849,                0.95782,                0.97625,                0.93215,                0.98189,                0.87948,                0.42653,                0.27163,                0.79759,              0.0029908,              0.0029908,              0.0029908
                    356,                 0.6742,                0.53911,                0.95735,                0.97612,                0.93261,                0.98187,                0.87954,                0.42612,                 0.2714,                0.79739,               0.002971,               0.002971,               0.002971
                    357,                0.66771,                0.53322,                0.95587,                0.97577,                0.93294,                0.98198,                0.87975,                 0.4259,                0.27104,                0.79725,              0.0029512,              0.0029512,              0.0029512
                    358,                0.66522,                0.53315,                0.95453,                0.97575,                0.93315,                0.98207,                0.87998,                 0.4256,                0.27099,                 0.7971,              0.0029314,              0.0029314,              0.0029314
                    359,                0.66918,                0.53732,                 0.9591,                0.97598,                0.93306,                0.98206,                0.88011,                0.42531,                0.27088,                0.79706,              0.0029116,              0.0029116,              0.0029116
                    360,                0.66721,                0.53481,                0.95517,                0.97624,                0.93321,                0.98211,                0.88009,                0.42522,                0.27064,                0.79699,              0.0028918,              0.0028918,              0.0028918
                    361,                0.66847,                0.53373,                0.95588,                0.97557,                0.93361,                0.98223,                0.88032,                0.42478,                0.27024,                0.79678,               0.002872,               0.002872,               0.002872
                    362,                0.66475,                0.53186,                0.95536,                0.97583,                0.93375,                0.98237,                0.88041,                0.42443,                0.26999,                0.79667,              0.0028522,              0.0028522,              0.0028522
                    363,                0.66117,                0.53147,                0.95385,                0.97592,                0.93386,                0.98249,                0.88084,                0.42419,                0.26966,                0.79657,              0.0028324,              0.0028324,              0.0028324
                    364,                0.66624,                0.53418,                 0.9551,                0.97567,                0.93414,                0.98246,                0.88089,                0.42376,                0.26936,                0.79636,              0.0028126,              0.0028126,              0.0028126
                    365,                0.66996,                0.53209,                0.95385,                0.97576,                0.93441,                0.98255,                0.88114,                0.42351,                0.26895,                0.79621,              0.0027928,              0.0027928,              0.0027928
                    366,                0.65805,                0.52591,                0.95282,                0.97572,                0.93439,                0.98259,                0.88127,                0.42325,                0.26868,                0.79609,               0.002773,               0.002773,               0.002773
                    367,                0.66528,                0.52975,                0.95347,                0.97588,                0.93414,                0.98252,                0.88125,                0.42299,                0.26855,                0.79588,              0.0027532,              0.0027532,              0.0027532
                    368,                0.66093,                0.53065,                0.95373,                0.97629,                0.93374,                0.98256,                0.88148,                0.42274,                0.26836,                0.79577,              0.0027334,              0.0027334,              0.0027334
                    369,                 0.6615,                0.53141,                0.95591,                0.97614,                 0.9341,                 0.9826,                0.88168,                0.42251,                0.26812,                0.79562,              0.0027136,              0.0027136,              0.0027136
                    370,                0.66321,                 0.5294,                0.95313,                0.97637,                0.93406,                0.98265,                0.88182,                0.42212,                0.26802,                0.79536,              0.0026938,              0.0026938,              0.0026938
                    371,                0.66183,                0.52676,                0.95327,                0.97654,                 0.9341,                0.98268,                0.88236,                0.42176,                0.26784,                0.79509,               0.002674,               0.002674,               0.002674
                    372,                0.65523,                0.52025,                0.94974,                0.97632,                0.93476,                0.98269,                0.88246,                0.42138,                0.26767,                0.79485,              0.0026542,              0.0026542,              0.0026542
                    373,                0.66058,                  0.529,                0.95258,                0.97623,                0.93476,                0.98275,                0.88226,                0.42112,                0.26753,                0.79467,              0.0026344,              0.0026344,              0.0026344
                    374,                 0.6593,                0.52323,                0.95245,                0.97662,                0.93464,                0.98282,                0.88268,                0.42063,                0.26725,                0.79445,              0.0026146,              0.0026146,              0.0026146
                    375,                0.65866,                0.52199,                0.95292,                0.97645,                0.93501,                0.98295,                0.88262,                0.42031,                0.26697,                0.79439,              0.0025948,              0.0025948,              0.0025948
                    376,                0.65937,                0.52794,                0.95492,                0.97621,                0.93549,                0.98297,                0.88305,                0.41996,                0.26681,                0.79417,               0.002575,               0.002575,               0.002575
                    377,                0.65867,                 0.5269,                0.95196,                0.97659,                0.93556,                0.98311,                0.88315,                0.41954,                 0.2664,                0.79398,              0.0025552,              0.0025552,              0.0025552
                    378,                0.65188,                0.51657,                0.95026,                 0.9771,                0.93551,                0.98311,                 0.8833,                0.41925,                0.26607,                0.79391,              0.0025354,              0.0025354,              0.0025354
                    379,                0.65359,                0.51626,                0.94792,                0.97698,                0.93568,                0.98313,                 0.8835,                0.41897,                0.26577,                0.79367,              0.0025156,              0.0025156,              0.0025156
                    380,                0.65336,                0.52576,                 0.9503,                0.97701,                 0.9358,                0.98311,                 0.8836,                0.41879,                0.26554,                0.79357,              0.0024958,              0.0024958,              0.0024958
                    381,                0.65858,                0.52003,                0.95102,                0.97703,                0.93599,                0.98324,                0.88369,                0.41863,                0.26556,                0.79342,               0.002476,               0.002476,               0.002476
                    382,                0.65691,                0.52247,                 0.9496,                0.97709,                0.93605,                0.98326,                0.88378,                0.41826,                0.26507,                0.79327,              0.0024562,              0.0024562,              0.0024562
                    383,                0.65152,                0.52131,                0.94987,                0.97661,                0.93645,                 0.9833,                0.88391,                0.41801,                0.26482,                0.79306,              0.0024364,              0.0024364,              0.0024364
                    384,                0.65225,                0.51566,                0.94883,                0.97736,                0.93567,                0.98344,                0.88412,                0.41762,                0.26457,                0.79292,              0.0024166,              0.0024166,              0.0024166
                    385,                0.64914,                0.51579,                0.94688,                 0.9774,                0.93574,                0.98343,                0.88415,                0.41749,                0.26435,                0.79272,              0.0023968,              0.0023968,              0.0023968
                    386,                0.65299,                0.51981,                0.94872,                0.97617,                0.93684,                0.98342,                0.88421,                0.41726,                0.26409,                0.79257,               0.002377,               0.002377,               0.002377
                    387,                0.64998,                0.52001,                 0.9498,                0.97626,                 0.9368,                0.98351,                 0.8843,                0.41681,                0.26371,                0.79235,              0.0023572,              0.0023572,              0.0023572
                    388,                0.64957,                0.51513,                0.94729,                 0.9768,                0.93676,                0.98365,                0.88451,                0.41639,                0.26313,                0.79214,              0.0023374,              0.0023374,              0.0023374
                    389,                0.64666,                0.51425,                0.94557,                0.97646,                0.93706,                0.98363,                0.88458,                 0.4161,                0.26307,                0.79198,              0.0023176,              0.0023176,              0.0023176
                    390,                0.65338,                0.52243,                0.94813,                0.97705,                0.93663,                0.98359,                0.88479,                0.41574,                0.26285,                0.79187,              0.0022978,              0.0022978,              0.0022978
                    391,                0.64223,                0.51279,                0.94315,                 0.9774,                0.93672,                0.98369,                0.88495,                0.41556,                0.26257,                0.79179,               0.002278,               0.002278,               0.002278
                    392,                0.65289,                0.51404,                0.94871,                0.97726,                 0.9367,                0.98359,                0.88507,                0.41532,                0.26267,                0.79163,              0.0022582,              0.0022582,              0.0022582
                    393,                0.64491,                0.51045,                0.94526,                0.97745,                0.93676,                0.98368,                0.88524,                0.41503,                0.26261,                0.79141,              0.0022384,              0.0022384,              0.0022384
                    394,                0.64332,                0.51369,                0.94642,                0.97732,                0.93684,                0.98361,                0.88536,                0.41458,                0.26228,                0.79122,              0.0022186,              0.0022186,              0.0022186
                    395,                0.64196,                0.51027,                0.94558,                0.97771,                0.93692,                0.98374,                0.88555,                 0.4142,                0.26214,                0.79103,              0.0021988,              0.0021988,              0.0021988
                    396,                0.64921,                 0.5152,                0.94779,                0.97758,                0.93717,                0.98381,                0.88567,                0.41388,                0.26203,                0.79086,               0.002179,               0.002179,               0.002179
                    397,                0.64035,                0.50965,                0.94334,                0.97748,                0.93722,                0.98391,                0.88574,                0.41358,                0.26204,                0.79069,              0.0021592,              0.0021592,              0.0021592
                    398,                0.64658,                0.51086,                0.94657,                0.97723,                0.93775,                0.98392,                0.88585,                0.41308,                0.26163,                0.79049,              0.0021394,              0.0021394,              0.0021394
                    399,                0.64439,                 0.5072,                0.94438,                0.97715,                0.93767,                0.98397,                0.88603,                0.41269,                0.26137,                0.79031,              0.0021196,              0.0021196,              0.0021196
                    400,                0.63927,                0.50544,                0.94188,                0.97749,                 0.9378,                0.98412,                0.88649,                0.41224,                0.26105,                 0.7901,              0.0020998,              0.0020998,              0.0020998
                    401,                0.64405,                0.51324,                0.94566,                0.97791,                 0.9375,                0.98417,                0.88665,                0.41181,                0.26066,                0.78991,                0.00208,                0.00208,                0.00208
                    402,                0.63984,                0.50795,                0.94421,                0.97786,                0.93739,                0.98419,                0.88685,                0.41144,                0.26053,                0.78973,              0.0020602,              0.0020602,              0.0020602
                    403,                0.63952,                0.50298,                0.94364,                0.97904,                0.93622,                 0.9842,                0.88708,                0.41124,                0.26022,                0.78963,              0.0020404,              0.0020404,              0.0020404
                    404,                0.63633,                0.50094,                 0.9413,                0.97875,                0.93739,                0.98429,                0.88739,                0.41088,                0.25993,                0.78946,              0.0020206,              0.0020206,              0.0020206
                    405,                0.63458,                0.50257,                0.94231,                0.97897,                0.93731,                0.98417,                0.88752,                0.41048,                0.25974,                0.78925,              0.0020008,              0.0020008,              0.0020008
                    406,                0.63557,                0.50379,                0.94087,                0.97913,                0.93717,                0.98431,                 0.8877,                0.41013,                0.25932,                0.78911,               0.001981,               0.001981,               0.001981
                    407,                 0.6372,                0.50312,                0.94485,                0.97939,                0.93734,                0.98443,                0.88785,                0.40978,                0.25898,                 0.7889,              0.0019612,              0.0019612,              0.0019612
                    408,                0.63632,                0.50119,                0.94082,                 0.9809,                0.93605,                0.98455,                0.88812,                0.40942,                0.25864,                0.78874,              0.0019414,              0.0019414,              0.0019414
                    409,                0.64182,                0.50867,                0.94319,                0.98103,                0.93614,                0.98453,                0.88812,                0.40911,                0.25835,                0.78857,              0.0019216,              0.0019216,              0.0019216
                    410,                0.63632,                0.50219,                0.93945,                0.98103,                0.93634,                0.98457,                0.88834,                 0.4088,                0.25809,                0.78832,              0.0019018,              0.0019018,              0.0019018
                    411,                0.63161,                0.50205,                0.94143,                0.98007,                0.93716,                0.98465,                0.88855,                0.40856,                0.25784,                0.78818,               0.001882,               0.001882,               0.001882
                    412,                0.62898,                  0.501,                0.94048,                0.97998,                0.93717,                 0.9847,                0.88862,                 0.4083,                0.25751,                0.78805,              0.0018622,              0.0018622,              0.0018622
                    413,                0.62803,                 0.4943,                0.93902,                 0.9794,                 0.9378,                0.98469,                0.88877,                0.40794,                0.25712,                0.78788,              0.0018424,              0.0018424,              0.0018424
                    414,                0.63079,                 0.4969,                0.93981,                0.97941,                0.93813,                0.98476,                0.88917,                 0.4076,                0.25702,                 0.7877,              0.0018226,              0.0018226,              0.0018226
                    415,                0.63313,                0.50072,                0.94174,                0.98081,                0.93717,                0.98489,                0.88925,                0.40726,                0.25667,                0.78752,              0.0018028,              0.0018028,              0.0018028
                    416,                0.62954,                0.49355,                0.93996,                0.98143,                0.93659,                0.98493,                0.88883,                0.40682,                0.25652,                0.78731,               0.001783,               0.001783,               0.001783
                    417,                0.63216,                0.50275,                0.94014,                0.98033,                0.93771,                0.98495,                0.88943,                0.40655,                0.25616,                0.78716,              0.0017632,              0.0017632,              0.0017632
                    418,                0.63809,                0.50895,                0.94362,                0.98129,                0.93672,                0.98492,                0.88933,                0.40625,                0.25579,                0.78701,              0.0017434,              0.0017434,              0.0017434
                    419,                0.62539,                0.49703,                0.93665,                0.98149,                0.93667,                0.98498,                0.88921,                0.40605,                0.25583,                0.78682,              0.0017236,              0.0017236,              0.0017236
                    420,                0.62631,                0.49459,                0.93713,                0.98072,                0.93767,                0.98499,                0.88993,                0.40586,                0.25566,                0.78668,              0.0017038,              0.0017038,              0.0017038
                    421,                0.62467,                 0.4931,                0.93848,                0.98254,                 0.9363,                0.98505,                0.89007,                0.40535,                 0.2554,                0.78644,               0.001684,               0.001684,               0.001684
                    422,                0.62482,                0.49053,                0.93656,                0.98249,                0.93661,                0.98509,                0.89009,                0.40514,                0.25518,                0.78628,              0.0016642,              0.0016642,              0.0016642
                    423,                0.62557,                0.49426,                0.93953,                0.98261,                0.93645,                 0.9853,                0.89022,                0.40486,                0.25509,                0.78615,              0.0016444,              0.0016444,              0.0016444
                    424,                0.62868,                0.49469,                 0.9404,                0.98271,                0.93643,                0.98527,                 0.8904,                 0.4046,                0.25467,                  0.786,              0.0016246,              0.0016246,              0.0016246
                    425,                0.62127,                0.48598,                0.93557,                0.98283,                0.93672,                0.98535,                0.89053,                0.40429,                0.25453,                 0.7859,              0.0016048,              0.0016048,              0.0016048
                    426,                0.62464,                 0.4934,                 0.9381,                0.98296,                0.93684,                0.98541,                 0.8906,                0.40403,                0.25432,                0.78581,               0.001585,               0.001585,               0.001585
                    427,                0.62348,                0.49108,                0.93701,                0.98305,                0.93697,                0.98544,                0.89076,                0.40357,                0.25409,                0.78563,              0.0015652,              0.0015652,              0.0015652
                    428,                0.61706,                0.49058,                0.93441,                  0.983,                0.93713,                0.98563,                0.89083,                0.40306,                0.25353,                0.78544,              0.0015454,              0.0015454,              0.0015454
                    429,                0.61933,                0.49063,                0.93639,                0.98301,                0.93734,                0.98564,                0.89092,                0.40267,                0.25327,                0.78527,              0.0015256,              0.0015256,              0.0015256
                    430,                0.62093,                0.49119,                0.93551,                 0.9829,                0.93778,                0.98571,                0.89101,                 0.4022,                  0.253,                0.78506,              0.0015058,              0.0015058,              0.0015058
                    431,                 0.6199,                0.48337,                0.93327,                0.98308,                0.93796,                0.98571,                0.89108,                0.40196,                0.25284,                0.78493,               0.001486,               0.001486,               0.001486
                    432,                0.62063,                0.48883,                0.93481,                0.98331,                0.93809,                0.98582,                0.89131,                0.40176,                 0.2526,                0.78477,              0.0014662,              0.0014662,              0.0014662
                    433,                 0.6105,                0.48153,                0.93136,                0.98266,                0.93846,                0.98584,                0.89152,                0.40139,                0.25226,                 0.7846,              0.0014464,              0.0014464,              0.0014464
                    434,                0.61085,                0.48386,                0.93285,                0.98321,                0.93852,                0.98587,                0.89161,                0.40085,                0.25189,                0.78438,              0.0014266,              0.0014266,              0.0014266
                    435,                0.61246,                 0.4799,                0.93126,                0.98235,                0.93921,                0.98594,                0.89161,                0.40051,                 0.2515,                0.78419,              0.0014068,              0.0014068,              0.0014068
                    436,                0.61112,                0.48192,                0.93326,                0.98253,                0.93908,                0.98597,                0.89178,                 0.4004,                0.25142,                0.78405,               0.001387,               0.001387,               0.001387
                    437,                0.61449,                0.48135,                0.93158,                0.98252,                0.93946,                0.98604,                0.89182,                0.40007,                0.25112,                0.78394,              0.0013672,              0.0013672,              0.0013672
                    438,                0.61157,                0.47768,                0.93135,                0.98242,                0.93965,                0.98605,                0.89191,                 0.3997,                0.25076,                 0.7837,              0.0013474,              0.0013474,              0.0013474
                    439,                0.60737,                0.47677,                0.93212,                0.98288,                0.93939,                0.98596,                0.89203,                0.39927,                0.25044,                0.78344,              0.0013276,              0.0013276,              0.0013276
                    440,                0.60851,                0.48079,                0.93053,                0.98292,                0.93938,                0.98601,                0.89211,                0.39916,                0.25029,                0.78327,              0.0013078,              0.0013078,              0.0013078
                    441,                0.60747,                0.47838,                0.92923,                0.98272,                0.93969,                0.98609,                0.89226,                0.39881,                0.24987,                0.78306,               0.001288,               0.001288,               0.001288
                    442,                0.60749,                0.46995,                0.93127,                0.98289,                0.93959,                0.98603,                0.89237,                0.39849,                0.24934,                0.78293,              0.0012682,              0.0012682,              0.0012682
                    443,                0.61167,                0.48315,                0.93228,                0.98322,                0.93946,                0.98613,                0.89256,                0.39806,                0.24925,                0.78276,              0.0012484,              0.0012484,              0.0012484
                    444,                0.60298,                0.47169,                0.92782,                0.98274,                0.94004,                0.98621,                0.89278,                 0.3979,                 0.2489,                0.78267,              0.0012286,              0.0012286,              0.0012286
                    445,                0.60346,                0.47508,                0.92827,                0.98266,                0.94029,                0.98632,                0.89298,                0.39743,                0.24889,                0.78248,              0.0012088,              0.0012088,              0.0012088
                    446,                0.60725,                0.47907,                0.93168,                0.98264,                0.94022,                0.98632,                0.89357,                0.39724,                0.24845,                0.78232,               0.001189,               0.001189,               0.001189
                    447,                0.60391,                 0.4737,                0.92846,                0.98155,                0.94187,                0.98631,                  0.894,                0.39673,                0.24823,                 0.7821,              0.0011692,              0.0011692,              0.0011692
                    448,                0.60341,                0.47408,                0.92809,                0.98165,                0.94187,                0.98637,                0.89412,                0.39647,                0.24808,                  0.782,              0.0011494,              0.0011494,              0.0011494
                    449,                0.60203,                 0.4678,                0.92578,                0.98174,                0.94233,                 0.9864,                0.89435,                0.39601,                0.24783,                0.78182,              0.0011296,              0.0011296,              0.0011296
                    450,                0.59949,                0.46863,                 0.9263,                0.98195,                0.94224,                 0.9865,                0.89476,                0.39558,                 0.2476,                0.78166,              0.0011098,              0.0011098,              0.0011098
                    451,                0.60095,                0.46795,                0.92696,                0.98189,                 0.9427,                0.98649,                0.89485,                0.39511,                0.24743,                0.78145,                0.00109,                0.00109,                0.00109
                    452,                0.60157,                0.47089,                0.92955,                0.98172,                0.94274,                0.98645,                0.89505,                0.39474,                0.24709,                0.78124,              0.0010702,              0.0010702,              0.0010702
                    453,                0.59925,                0.46805,                0.92755,                0.98146,                0.94298,                0.98657,                0.89518,                0.39462,                0.24686,                0.78107,              0.0010504,              0.0010504,              0.0010504
                    454,                0.59849,                0.46852,                0.92817,                0.98175,                0.94288,                0.98665,                 0.8953,                0.39429,                0.24662,                0.78088,              0.0010306,              0.0010306,              0.0010306
                    455,                 0.5963,                0.45962,                0.92504,                0.98338,                0.94097,                0.98667,                0.89536,                0.39408,                0.24643,                0.78073,              0.0010108,              0.0010108,              0.0010108
                    456,                0.59704,                0.46523,                0.92502,                0.98333,                0.94141,                0.98674,                0.89559,                0.39366,                0.24624,                0.78053,               0.000991,               0.000991,               0.000991
                    457,                0.59177,                0.45994,                0.92366,                0.98343,                0.94163,                0.98675,                0.89553,                0.39329,                0.24601,                0.78036,              0.0009712,              0.0009712,              0.0009712
                    458,                 0.5907,                0.45871,                0.92313,                0.98334,                0.94199,                0.98677,                0.89566,                0.39312,                0.24595,                0.78023,              0.0009514,              0.0009514,              0.0009514
                    459,                0.59416,                0.46237,                0.92741,                0.98385,                0.94162,                0.98686,                0.89595,                0.39285,                0.24576,                0.78009,              0.0009316,              0.0009316,              0.0009316
                    460,                0.59187,                0.46022,                0.92276,                0.98194,                0.94357,                0.98685,                0.89619,                0.39268,                0.24563,                0.77999,              0.0009118,              0.0009118,              0.0009118
                    461,                0.59246,                0.46127,                0.92318,                0.98224,                0.94376,                0.98692,                 0.8963,                0.39233,                0.24545,                0.77988,               0.000892,               0.000892,               0.000892
                    462,                0.58992,                0.46064,                0.92452,                0.98237,                0.94381,                 0.9869,                0.89632,                0.39189,                0.24525,                0.77975,              0.0008722,              0.0008722,              0.0008722
                    463,                0.58914,                0.45687,                0.92228,                0.98266,                 0.9439,                  0.987,                0.89645,                0.39163,                  0.245,                 0.7796,              0.0008524,              0.0008524,              0.0008524
                    464,                0.58705,                 0.4581,                0.92012,                0.98253,                 0.9439,                0.98701,                0.89668,                0.39138,                0.24482,                0.77943,              0.0008326,              0.0008326,              0.0008326
                    465,                 0.5832,                0.44772,                0.92013,                0.98204,                0.94415,                0.98704,                0.89684,                0.39097,                0.24458,                0.77924,              0.0008128,              0.0008128,              0.0008128
                    466,                0.58544,                 0.4526,                0.92245,                0.98242,                0.94421,                0.98709,                0.89713,                0.39076,                 0.2445,                0.77905,               0.000793,               0.000793,               0.000793
                    467,                0.58526,                0.45926,                0.92348,                0.98242,                0.94429,                0.98732,                0.89738,                0.39035,                0.24444,                0.77884,              0.0007732,              0.0007732,              0.0007732
                    468,                0.58294,                0.44956,                0.91912,                0.98229,                0.94452,                0.98743,                0.89761,                0.39004,                0.24416,                0.77864,              0.0007534,              0.0007534,              0.0007534
                    469,                0.58212,                0.45523,                0.92053,                0.98192,                  0.945,                 0.9875,                 0.8978,                 0.3897,                 0.2439,                0.77846,              0.0007336,              0.0007336,              0.0007336
                    470,                0.57887,                0.45058,                0.92202,                0.98214,                0.94512,                0.98752,                0.89783,                0.38945,                0.24382,                0.77833,              0.0007138,              0.0007138,              0.0007138
                    471,                0.58247,                0.45535,                 0.9217,                0.98272,                0.94475,                 0.9876,                0.89804,                0.38917,                 0.2435,                0.77816,               0.000694,               0.000694,               0.000694
                    472,                0.58025,                0.44634,                0.92043,                 0.9819,                0.94594,                0.98769,                0.89808,                 0.3889,                0.24339,                  0.778,              0.0006742,              0.0006742,              0.0006742
                    473,                0.57927,                0.44476,                0.91813,                0.98256,                0.94541,                 0.9877,                0.89821,                0.38868,                0.24326,                0.77782,              0.0006544,              0.0006544,              0.0006544
                    474,                0.57892,                0.44796,                   0.92,                0.98257,                0.94545,                0.98769,                0.89842,                0.38837,                0.24294,                0.77764,              0.0006346,              0.0006346,              0.0006346
                    475,                0.57702,                0.44664,                0.92014,                0.98277,                0.94522,                0.98782,                0.89868,                0.38812,                0.24285,                0.77745,              0.0006148,              0.0006148,              0.0006148
                    476,                 0.5768,                0.44265,                0.91966,                0.98307,                 0.9456,                0.98791,                0.89894,                0.38766,                0.24251,                0.77725,               0.000595,               0.000595,               0.000595
                    477,                0.57774,                0.44527,                0.91611,                 0.9832,                0.94558,                0.98794,                0.89955,                0.38735,                0.24212,                0.77707,              0.0005752,              0.0005752,              0.0005752
